Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00    1174/2348        std::_Miter_base<std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*> >::iterator_type std::__miter_base<std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*> >(std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>) [433]
                0.00    0.00    1174/2348        std::_Niter_base<std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*> >::iterator_type std::__niter_base<std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*> >(std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>) [434]
[357]    0.0    0.00    0.00    2348         std::_Iter_base<std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>, false>::_S_base(std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>) [357]
-----------------------------------------------
                0.00    0.00    1174/2348        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_Deque_impl::_Deque_impl() [472]
                0.00    0.00    1174/2348        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_Deque_impl::_Deque_impl(std::allocator<Triangle*> const&) [471]
[358]    0.0    0.00    0.00    2348         std::_Deque_iterator<Triangle*, Triangle*&, Triangle**>::_Deque_iterator() [358]
-----------------------------------------------
                0.00    0.00    2313/2313        std::allocator<std::_List_node<mpfr::real<512l, (mpfr_rnd_t)0>*> >::allocator() [361]
[359]    0.0    0.00    0.00    2313         __gnu_cxx::new_allocator<std::_List_node<mpfr::real<512l, (mpfr_rnd_t)0>*> >::new_allocator() [359]
-----------------------------------------------
                0.00    0.00    2313/2313        std::allocator<std::_List_node<mpfr::real<512l, (mpfr_rnd_t)0>*> >::~allocator() [362]
[360]    0.0    0.00    0.00    2313         __gnu_cxx::new_allocator<std::_List_node<mpfr::real<512l, (mpfr_rnd_t)0>*> >::~new_allocator() [360]
-----------------------------------------------
                0.00    0.00    2313/2313        std::_List_base<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::_List_impl::_List_impl() [363]
[361]    0.0    0.00    0.00    2313         std::allocator<std::_List_node<mpfr::real<512l, (mpfr_rnd_t)0>*> >::allocator() [361]
                0.00    0.00    2313/2313        __gnu_cxx::new_allocator<std::_List_node<mpfr::real<512l, (mpfr_rnd_t)0>*> >::new_allocator() [359]
-----------------------------------------------
                0.00    0.00    2313/2313        std::_List_base<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::_List_impl::~_List_impl() [364]
[362]    0.0    0.00    0.00    2313         std::allocator<std::_List_node<mpfr::real<512l, (mpfr_rnd_t)0>*> >::~allocator() [362]
                0.00    0.00    2313/2313        __gnu_cxx::new_allocator<std::_List_node<mpfr::real<512l, (mpfr_rnd_t)0>*> >::~new_allocator() [360]
-----------------------------------------------
                0.00    0.00    2313/2313        std::_List_base<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::_List_base() [365]
[363]    0.0    0.00    0.00    2313         std::_List_base<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::_List_impl::_List_impl() [363]
                0.00    0.00    2313/2313        std::allocator<std::_List_node<mpfr::real<512l, (mpfr_rnd_t)0>*> >::allocator() [361]
-----------------------------------------------
                0.00    0.00    2313/2313        std::_List_base<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::~_List_base() [77]
[364]    0.0    0.00    0.00    2313         std::_List_base<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::_List_impl::~_List_impl() [364]
                0.00    0.00    2313/2313        std::allocator<std::_List_node<mpfr::real<512l, (mpfr_rnd_t)0>*> >::~allocator() [362]
-----------------------------------------------
                0.00    0.00    2313/2313        std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::list() [369]
[365]    0.0    0.00    0.00    2313         std::_List_base<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::_List_base() [365]
                0.00    0.00    2313/2313        std::_List_base<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::_List_impl::_List_impl() [363]
                0.00    0.00    2313/4626        std::_List_base<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::_M_init() [327]
-----------------------------------------------
                0.00    0.00    2313/2313        Utils::areaVertices(std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >&) [95]
[366]    0.0    0.00    0.00    2313         std::_List_iterator<mpfr::real<512l, (mpfr_rnd_t)0>*>::_List_iterator() [366]
-----------------------------------------------
                0.00    0.00    2313/2313        std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::back() [368]
[367]    0.0    0.00    0.00    2313         std::_List_iterator<mpfr::real<512l, (mpfr_rnd_t)0>*>::operator--() [367]
-----------------------------------------------
                0.00    0.00    2313/2313        Utils::areaVertices(std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >&) [95]
[368]    0.0    0.00    0.00    2313         std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::back() [368]
                0.00    0.00    2313/47625       std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::end() [197]
                0.00    0.00    2313/2313        std::_List_iterator<mpfr::real<512l, (mpfr_rnd_t)0>*>::operator--() [367]
                0.00    0.00    2313/29437       std::_List_iterator<mpfr::real<512l, (mpfr_rnd_t)0>*>::operator*() const [221]
-----------------------------------------------
                0.00    0.00    2313/2313        Utils::areaPolygon(Vertex*) [21]
[369]    0.0    0.00    0.00    2313         std::list<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::list() [369]
                0.00    0.00    2313/2313        std::_List_base<mpfr::real<512l, (mpfr_rnd_t)0>*, std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>*> >::_List_base() [365]
-----------------------------------------------
                0.00    0.00    1077/2277        void std::list<Vertex*, std::allocator<Vertex*> >::sort<bool (*)(Vertex*, Vertex*)>(bool (*)(Vertex*, Vertex*)) [410]
                0.00    0.00    1200/2277        Mesh::cuthillMcKee(bool, int) [91]
[370]    0.0    0.00    0.00    2277         std::list<Vertex*, std::allocator<Vertex*> >::empty() const [370]
-----------------------------------------------
                0.00    0.00    2091/2091        std::queue<Triangle*, std::deque<Triangle*, std::allocator<Triangle*> > >::empty() const [372]
[371]    0.0    0.00    0.00    2091         std::deque<Triangle*, std::allocator<Triangle*> >::empty() const [371]
                0.00    0.00    2091/2091        bool std::operator==<Triangle*, Triangle*&, Triangle**>(std::_Deque_iterator<Triangle*, Triangle*&, Triangle**> const&, std::_Deque_iterator<Triangle*, Triangle*&, Triangle**> const&) [373]
-----------------------------------------------
                0.00    0.00    2091/2091        Mesh::findTriangle(Triangle*, mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&) [37]
[372]    0.0    0.00    0.00    2091         std::queue<Triangle*, std::deque<Triangle*, std::allocator<Triangle*> > >::empty() const [372]
                0.00    0.00    2091/2091        std::deque<Triangle*, std::allocator<Triangle*> >::empty() const [371]
-----------------------------------------------
                0.00    0.00    2091/2091        std::deque<Triangle*, std::allocator<Triangle*> >::empty() const [371]
[373]    0.0    0.00    0.00    2091         bool std::operator==<Triangle*, Triangle*&, Triangle**>(std::_Deque_iterator<Triangle*, Triangle*&, Triangle**> const&, std::_Deque_iterator<Triangle*, Triangle*&, Triangle**> const&) [373]
-----------------------------------------------
                0.00    0.00    2086/2086        std::deque<Triangle*, std::allocator<Triangle*> >::front() [375]
[374]    0.0    0.00    0.00    2086         std::_Deque_iterator<Triangle*, Triangle*&, Triangle**>::operator*() const [374]
-----------------------------------------------
                0.00    0.00    2086/2086        std::queue<Triangle*, std::deque<Triangle*, std::allocator<Triangle*> > >::front() [378]
[375]    0.0    0.00    0.00    2086         std::deque<Triangle*, std::allocator<Triangle*> >::front() [375]
                0.00    0.00    2086/2086        std::_Deque_iterator<Triangle*, Triangle*&, Triangle**>::operator*() const [374]
                0.00    0.00    2086/3260        std::deque<Triangle*, std::allocator<Triangle*> >::begin() [342]
-----------------------------------------------
                0.00    0.00    2086/2086        std::queue<Triangle*, std::deque<Triangle*, std::allocator<Triangle*> > >::pop() [377]
[376]    0.0    0.00    0.00    2086         std::deque<Triangle*, std::allocator<Triangle*> >::pop_front() [376]
                0.00    0.00    2072/84080       __gnu_cxx::new_allocator<Triangle*>::destroy(Triangle**) [183]
                0.00    0.00      14/14          std::deque<Triangle*, std::allocator<Triangle*> >::_M_pop_front_aux() [596]
-----------------------------------------------
                0.00    0.00    2086/2086        Mesh::findTriangle(Triangle*, mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&) [37]
[377]    0.0    0.00    0.00    2086         std::queue<Triangle*, std::deque<Triangle*, std::allocator<Triangle*> > >::pop() [377]
                0.00    0.00    2086/2086        std::deque<Triangle*, std::allocator<Triangle*> >::pop_front() [376]
-----------------------------------------------
                0.00    0.00    2086/2086        Mesh::findTriangle(Triangle*, mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&) [37]
[378]    0.0    0.00    0.00    2086         std::queue<Triangle*, std::deque<Triangle*, std::allocator<Triangle*> > >::front() [378]
                0.00    0.00    2086/2086        std::deque<Triangle*, std::allocator<Triangle*> >::front() [375]
-----------------------------------------------
                0.00    0.00    1822/1822        Mesh::insertVertice(Vertex*, Triangle*) [5]
[379]    0.0    0.00    0.00    1822         mpfr::enable_if<mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, mpfr::real<512l, (mpfr_rnd_t)0>, true>::type, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_compar_ops&&mpfr::type_traits<mpfr::result_type2<mpfr::real<512l, (mpfr_rnd_t)0>, mpfr::real<512l, (mpfr_rnd_t)0>, true>::type, mpfr::real<512l, (mpfr_rnd_t)0>, true>::enable_compar_ops, int>::type mpfr::operator==<mpfr::real<512l, (mpfr_rnd_t)0>, mpfr::real<512l, (mpfr_rnd_t)0> >(mpfr::real<512l, (mpfr_rnd_t)0> const&, mpfr::real<512l, (mpfr_rnd_t)0> const&) [379]
-----------------------------------------------
                0.00    0.00     587/1761        std::deque<Triangle*, std::allocator<Triangle*> >::deque(std::deque<Triangle*, std::allocator<Triangle*> > const&) [478]
                0.00    0.00    1174/1761        std::deque<Triangle*, std::allocator<Triangle*> >::~deque() [432]
[380]    0.0    0.00    0.00    1761         std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_get_Tp_allocator() [380]
-----------------------------------------------
                0.00    0.00    1723/1723        std::allocator<std::_List_node<Adjacency*> >::~allocator() [382]
[381]    0.0    0.00    0.00    1723         __gnu_cxx::new_allocator<std::_List_node<Adjacency*> >::~new_allocator() [381]
-----------------------------------------------
                0.00    0.00    1723/1723        std::_List_base<Adjacency*, std::allocator<Adjacency*> >::_List_impl::~_List_impl() [383]
[382]    0.0    0.00    0.00    1723         std::allocator<std::_List_node<Adjacency*> >::~allocator() [382]
                0.00    0.00    1723/1723        __gnu_cxx::new_allocator<std::_List_node<Adjacency*> >::~new_allocator() [381]
-----------------------------------------------
                0.00    0.00    1723/1723        std::_List_base<Adjacency*, std::allocator<Adjacency*> >::~_List_base() [386]
[383]    0.0    0.00    0.00    1723         std::_List_base<Adjacency*, std::allocator<Adjacency*> >::_List_impl::~_List_impl() [383]
                0.00    0.00    1723/1723        std::allocator<std::_List_node<Adjacency*> >::~allocator() [382]
-----------------------------------------------
                0.00    0.00     642/1723        std::_List_base<Adjacency*, std::allocator<Adjacency*> >::_List_base(std::allocator<std::_List_node<Adjacency*> > const&) [463]
                0.00    0.00    1081/1723        std::_List_base<Adjacency*, std::allocator<Adjacency*> >::_List_base() [439]
[384]    0.0    0.00    0.00    1723         std::_List_base<Adjacency*, std::allocator<Adjacency*> >::_M_init() [384]
-----------------------------------------------
                0.00    0.00    1723/1723        std::_List_base<Adjacency*, std::allocator<Adjacency*> >::~_List_base() [386]
[385]    0.0    0.00    0.00    1723         std::_List_base<Adjacency*, std::allocator<Adjacency*> >::_M_clear() [385]
                0.00    0.00    2034/98184       Adjacency** std::__addressof<Adjacency*>(Adjacency*&) [174]
                0.00    0.00    2034/44644       __gnu_cxx::new_allocator<Adjacency*>::destroy(Adjacency**) [199]
                0.00    0.00    2034/89288       std::_List_base<Adjacency*, std::allocator<Adjacency*> >::_M_get_Tp_allocator() const [179]
                0.00    0.00    2034/89288       std::allocator<Adjacency*>::~allocator() [181]
                0.00    0.00    2034/44644       std::_List_base<Adjacency*, std::allocator<Adjacency*> >::_M_put_node(std::_List_node<Adjacency*>*) [205]
-----------------------------------------------
                0.00    0.00    1723/1723        std::list<Adjacency*, std::allocator<Adjacency*> >::~list() [387]
[386]    0.0    0.00    0.00    1723         std::_List_base<Adjacency*, std::allocator<Adjacency*> >::~_List_base() [386]
                0.00    0.00    1723/1723        std::_List_base<Adjacency*, std::allocator<Adjacency*> >::_M_clear() [385]
                0.00    0.00    1723/1723        std::_List_base<Adjacency*, std::allocator<Adjacency*> >::_List_impl::~_List_impl() [383]
-----------------------------------------------
                0.00    0.00       4/1723        Mesh::~Mesh() [67]
                0.00    0.00     642/1723        Mesh::splitEncroachedSegments(mpfr::real<512l, (mpfr_rnd_t)0>, mpfr::real<512l, (mpfr_rnd_t)0>) [24]
                0.00    0.00    1077/1723        Vertex::~Vertex() [100]
[387]    0.0    0.00    0.00    1723         std::list<Adjacency*, std::allocator<Adjacency*> >::~list() [387]
                0.00    0.00    1723/1723        std::_List_base<Adjacency*, std::allocator<Adjacency*> >::~_List_base() [386]
-----------------------------------------------
                0.00    0.00     456/1533        Mesh::movingMesh(std::list<mpfr::real<512l, (mpfr_rnd_t)0>* (*)(Vertex*, mpfr::real<512l, (mpfr_rnd_t)0>), std::allocator<mpfr::real<512l, (mpfr_rnd_t)0>* (*)(Vertex*, mpfr::real<512l, (mpfr_rnd_t)0>)> >, bool, std::string) [82]
                0.00    0.00    1077/1533        Vertex::Vertex(mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&, int) [125]
[388]    0.0    0.00    0.00    1533         Vertex::setXY(mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&) [388]
                0.00    0.00    3066/1870440     mpfr::real<512l, (mpfr_rnd_t)0>::operator=(mpfr::real<512l, (mpfr_rnd_t)0> const&) [160]
-----------------------------------------------
                0.00    0.00     642/1500        std::list<Adjacency*, std::allocator<Adjacency*> >::list(std::list<Adjacency*, std::allocator<Adjacency*> > const&) [116]
                0.00    0.00     858/1500        std::list<Adjacency*, std::allocator<Adjacency*> >::size() const [452]
[389]    0.0    0.00    0.00    1500         std::list<Adjacency*, std::allocator<Adjacency*> >::end() const [389]
                0.00    0.00    1500/3000        std::_List_const_iterator<Adjacency*>::_List_const_iterator(std::__detail::_List_node_base const*) [343]
-----------------------------------------------
                0.00    0.00     642/1500        std::list<Adjacency*, std::allocator<Adjacency*> >::list(std::list<Adjacency*, std::allocator<Adjacency*> > const&) [116]
                0.00    0.00     858/1500        std::list<Adjacency*, std::allocator<Adjacency*> >::size() const [452]
[390]    0.0    0.00    0.00    1500         std::list<Adjacency*, std::allocator<Adjacency*> >::begin() const [390]
                0.00    0.00    1500/3000        std::_List_const_iterator<Adjacency*>::_List_const_iterator(std::__detail::_List_node_base const*) [343]
-----------------------------------------------
                0.00    0.00      19/1404        void std::list<Triangle*, std::allocator<Triangle*> >::_M_initialize_dispatch<std::_List_const_iterator<Triangle*> >(std::_List_const_iterator<Triangle*>, std::_List_const_iterator<Triangle*>, std::__false_type) [794]
                0.00    0.00     389/1404        std::iterator_traits<std::_List_const_iterator<Triangle*> >::difference_type std::__distance<std::_List_const_iterator<Triangle*> >(std::_List_const_iterator<Triangle*>, std::_List_const_iterator<Triangle*>, std::input_iterator_tag) [516]
                0.00    0.00     996/1404        std::list<Triangle*, std::allocator<Triangle*> >::operator=(std::list<Triangle*, std::allocator<Triangle*> > const&) [137]
[391]    0.0    0.00    0.00    1404         std::_List_const_iterator<Triangle*>::operator!=(std::_List_const_iterator<Triangle*> const&) const [391]
-----------------------------------------------
                0.00    0.00    1388/1388        std::list<Vertex*, std::allocator<Vertex*> >::splice(std::_List_iterator<Vertex*>, std::list<Vertex*, std::allocator<Vertex*> >&, std::_List_iterator<Vertex*>) [456]
[392]    0.0    0.00    0.00    1388         std::_List_iterator<Vertex*>::operator==(std::_List_iterator<Vertex*> const&) const [392]
-----------------------------------------------
                0.00    0.00     456/1368        std::list<MovingVertexData*, std::allocator<MovingVertexData*> >::end() [500]
                0.00    0.00     912/1368        std::list<MovingVertexData*, std::allocator<MovingVertexData*> >::begin() [450]
[393]    0.0    0.00    0.00    1368         std::_List_iterator<MovingVertexData*>::_List_iterator(std::__detail::_List_node_base*) [393]
-----------------------------------------------
                0.00    0.00    1346/1346        std::list<Vertex*, std::allocator<Vertex*> >::_M_check_equal_allocators(std::list<Vertex*, std::allocator<Vertex*> >&) [395]
[394]    0.0    0.00    0.00    1346         std::__alloc_neq<std::allocator<std::_List_node<Vertex*> >, true>::_S_do_it(std::allocator<std::_List_node<Vertex*> > const&, std::allocator<std::_List_node<Vertex*> > const&) [394]
-----------------------------------------------
                0.00    0.00     652/1346        void std::list<Vertex*, std::allocator<Vertex*> >::merge<bool (*)(Vertex*, Vertex*)>(std::list<Vertex*, std::allocator<Vertex*> >&, bool (*)(Vertex*, Vertex*)) [459]
                0.00    0.00     694/1346        std::list<Vertex*, std::allocator<Vertex*> >::splice(std::_List_iterator<Vertex*>, std::list<Vertex*, std::allocator<Vertex*> >&, std::_List_iterator<Vertex*>) [456]
[395]    0.0    0.00    0.00    1346         std::list<Vertex*, std::allocator<Vertex*> >::_M_check_equal_allocators(std::list<Vertex*, std::allocator<Vertex*> >&) [395]
                0.00    0.00    2692/5372        std::_List_base<Vertex*, std::allocator<Vertex*> >::_M_get_Node_allocator() [318]
                0.00    0.00    1346/1346        std::__alloc_neq<std::allocator<std::_List_node<Vertex*> >, true>::_S_do_it(std::allocator<std::_List_node<Vertex*> > const&, std::allocator<std::_List_node<Vertex*> > const&) [394]
-----------------------------------------------
                0.00    0.00    1340/1340        std::list<Vertex*, std::allocator<Vertex*> >::swap(std::list<Vertex*, std::allocator<Vertex*> >&) [398]
[396]    0.0    0.00    0.00    1340         std::__alloc_swap<std::allocator<std::_List_node<Vertex*> >, true>::_S_do_it(std::allocator<std::_List_node<Vertex*> >&, std::allocator<std::_List_node<Vertex*> >&) [396]
-----------------------------------------------
                0.00    0.00      18/1340        void std::list<Triangle*, std::allocator<Triangle*> >::_M_initialize_dispatch<std::_List_const_iterator<Triangle*> >(std::_List_const_iterator<Triangle*>, std::_List_const_iterator<Triangle*>, std::__false_type) [794]
                0.00    0.00     326/1340        std::iterator_traits<std::_List_const_iterator<Triangle*> >::difference_type std::__distance<std::_List_const_iterator<Triangle*> >(std::_List_const_iterator<Triangle*>, std::_List_const_iterator<Triangle*>, std::input_iterator_tag) [516]
                0.00    0.00     996/1340        std::list<Triangle*, std::allocator<Triangle*> >::operator=(std::list<Triangle*, std::allocator<Triangle*> > const&) [137]
[397]    0.0    0.00    0.00    1340         std::_List_const_iterator<Triangle*>::operator++() [397]
-----------------------------------------------
                0.00    0.00    1340/1340        void std::list<Vertex*, std::allocator<Vertex*> >::sort<bool (*)(Vertex*, Vertex*)>(bool (*)(Vertex*, Vertex*)) [410]
[398]    0.0    0.00    0.00    1340         std::list<Vertex*, std::allocator<Vertex*> >::swap(std::list<Vertex*, std::allocator<Vertex*> >&) [398]
                0.00    0.00    2680/5372        std::_List_base<Vertex*, std::allocator<Vertex*> >::_M_get_Node_allocator() [318]
                0.00    0.00    1340/1340        std::__alloc_swap<std::allocator<std::_List_node<Vertex*> >, true>::_S_do_it(std::allocator<std::_List_node<Vertex*> >&, std::allocator<std::_List_node<Vertex*> >&) [396]
-----------------------------------------------
                0.00    0.00    1266/1266        std::allocator<float>::allocator() [402]
[399]    0.0    0.00    0.00    1266         __gnu_cxx::new_allocator<float>::new_allocator() [399]
-----------------------------------------------
                0.00    0.00    1266/1266        std::allocator<float>::~allocator() [403]
[400]    0.0    0.00    0.00    1266         __gnu_cxx::new_allocator<float>::~new_allocator() [400]
-----------------------------------------------
                0.00    0.00    1266/1266        Utils::printValuesTriangles(std::list<Triangle*, std::allocator<Triangle*> >&, std::string) [45]
[401]    0.0    0.00    0.00    1266         __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::__normal_iterator<float*>(__gnu_cxx::__normal_iterator<float*, __gnu_cxx::__enable_if<std::__are_same<float*, float*>::__value, std::vector<float, std::allocator<float> > >::__type> const&) [401]
                0.00    0.00    1266/55704       __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [195]
-----------------------------------------------
                0.00    0.00    1266/1266        std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl() [404]
[402]    0.0    0.00    0.00    1266         std::allocator<float>::allocator() [402]
                0.00    0.00    1266/1266        __gnu_cxx::new_allocator<float>::new_allocator() [399]
-----------------------------------------------
                0.00    0.00    1266/1266        std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [405]
[403]    0.0    0.00    0.00    1266         std::allocator<float>::~allocator() [403]
                0.00    0.00    1266/1266        __gnu_cxx::new_allocator<float>::~new_allocator() [400]
-----------------------------------------------
                0.00    0.00    1266/1266        std::_Vector_base<float, std::allocator<float> >::_Vector_base() [406]
[404]    0.0    0.00    0.00    1266         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl() [404]
                0.00    0.00    1266/1266        std::allocator<float>::allocator() [402]
-----------------------------------------------
                0.00    0.00    1266/1266        std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [407]
[405]    0.0    0.00    0.00    1266         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [405]
                0.00    0.00    1266/1266        std::allocator<float>::~allocator() [403]
-----------------------------------------------
                0.00    0.00    1266/1266        std::vector<float, std::allocator<float> >::vector() [408]
[406]    0.0    0.00    0.00    1266         std::_Vector_base<float, std::allocator<float> >::_Vector_base() [406]
                0.00    0.00    1266/1266        std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl() [404]
-----------------------------------------------
                0.00    0.00    1266/1266        std::vector<float, std::allocator<float> >::~vector() [409]
[407]    0.0    0.00    0.00    1266         std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [407]
                0.00    0.00    1266/1266        std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [405]
                0.00    0.00    1266/8862        std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [302]
-----------------------------------------------
                0.00    0.00    1266/1266        Utils::printValuesTriangles(std::list<Triangle*, std::allocator<Triangle*> >&, std::string) [45]
[408]    0.0    0.00    0.00    1266         std::vector<float, std::allocator<float> >::vector() [408]
                0.00    0.00    1266/1266        std::_Vector_base<float, std::allocator<float> >::_Vector_base() [406]
-----------------------------------------------
                0.00    0.00    1266/1266        Utils::printValuesTriangles(std::list<Triangle*, std::allocator<Triangle*> >&, std::string) [45]
[409]    0.0    0.00    0.00    1266         std::vector<float, std::allocator<float> >::~vector() [409]
                0.00    0.00    1266/24054       std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [233]
                0.00    0.00    1266/8862        void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [305]
                0.00    0.00    1266/1266        std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [407]
-----------------------------------------------
                0.00    0.00    1198/1198        Mesh::cuthillMcKee(bool, int) [91]
[410]    0.0    0.00    0.00    1198         void std::list<Vertex*, std::allocator<Vertex*> >::sort<bool (*)(Vertex*, Vertex*)>(bool (*)(Vertex*, Vertex*)) [410]
                0.00    0.00   20605/22262       std::list<Vertex*, std::allocator<Vertex*> >::list() [251]
                0.00    0.00   20605/22262       std::list<Vertex*, std::allocator<Vertex*> >::~list() [252]
                0.00    0.00    1388/6743        std::list<Vertex*, std::allocator<Vertex*> >::begin() [317]
                0.00    0.00    1340/1340        std::list<Vertex*, std::allocator<Vertex*> >::swap(std::list<Vertex*, std::allocator<Vertex*> >&) [398]
                0.00    0.00    1077/2277        std::list<Vertex*, std::allocator<Vertex*> >::empty() const [370]
                0.00    0.00     694/694         std::list<Vertex*, std::allocator<Vertex*> >::splice(std::_List_iterator<Vertex*>, std::list<Vertex*, std::allocator<Vertex*> >&, std::_List_iterator<Vertex*>) [456]
                0.00    0.00     652/652         void std::list<Vertex*, std::allocator<Vertex*> >::merge<bool (*)(Vertex*, Vertex*)>(std::list<Vertex*, std::allocator<Vertex*> >&, bool (*)(Vertex*, Vertex*)) [459]
-----------------------------------------------
                0.00    0.00    1198/1198        Mesh::cuthillMcKee(bool, int) [91]
[411]    0.0    0.00    0.00    1198         std::list<Vertex*, std::allocator<Vertex*> >::front() [411]
                0.00    0.00    1198/6743        std::list<Vertex*, std::allocator<Vertex*> >::begin() [317]
                0.00    0.00    1198/16540       std::_List_iterator<Vertex*>::operator*() const [266]
-----------------------------------------------
                0.00    0.00    1198/1198        std::list<Vertex*, std::allocator<Vertex*> >::pop_front() [413]
[412]    0.0    0.00    0.00    1198         std::list<Vertex*, std::allocator<Vertex*> >::_M_erase(std::_List_iterator<Vertex*>) [412]
                0.00    0.00    1198/10266       Vertex** std::__addressof<Vertex*>(Vertex*&) [297]
                0.00    0.00    1198/8417        __gnu_cxx::new_allocator<Vertex*>::destroy(Vertex**) [309]
                0.00    0.00    1198/10266       std::_List_base<Vertex*, std::allocator<Vertex*> >::_M_get_Tp_allocator() const [294]
                0.00    0.00    1198/10274       std::allocator<Vertex*>::~allocator() [292]
                0.00    0.00    1198/5133        std::_List_base<Vertex*, std::allocator<Vertex*> >::_M_put_node(std::_List_node<Vertex*>*) [323]
-----------------------------------------------
                0.00    0.00    1198/1198        Mesh::cuthillMcKee(bool, int) [91]
[413]    0.0    0.00    0.00    1198         std::list<Vertex*, std::allocator<Vertex*> >::pop_front() [413]
                0.00    0.00    1198/6743        std::list<Vertex*, std::allocator<Vertex*> >::begin() [317]
                0.00    0.00    1198/1198        std::list<Vertex*, std::allocator<Vertex*> >::_M_erase(std::_List_iterator<Vertex*>) [412]
-----------------------------------------------
                0.00    0.00    1188/1188        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_deallocate_node(Triangle**) [418]
[414]    0.0    0.00    0.00    1188         __gnu_cxx::new_allocator<Triangle*>::deallocate(Triangle**, unsigned long) [414]
-----------------------------------------------
                0.00    0.00    1188/1188        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_allocate_node() [417]
